GWAS_1,dataset,gene_2,nsnps,PP.H0.abf,PP.H1.abf,PP.H2.abf,PP.H3.abf,PP.H4.abf,sum_PPH3_PPH4,ratio_PPH4_PPH3,p12,gene_name,Eqtl_type,Cell_resolution,Cell_name,Treatment,significant
jansen2021,expression_celltype_B-cell_COV,ENSG00000095970,327,0.8908034287379868,0.06510703997778958,0.03088857020196869,0.0022466294518597905,0.010954331630395234,0.013200961082255025,4.875896032310575,1e-5,TREM2,expression,celltype,B-cell,COV,Not_signif
jansen2021,expression_celltype_B-cell_COV,ENSG00000136717,1008,1.7744958382744656e-37,0.7629965091485759,2.1106383439602048e-38,0.09060668662271017,0.1463968042287195,0.2370034908514297,1.615739518633118,1e-5,BIN1,expression,celltype,B-cell,COV,Not_signif
jansen2021,expression_celltype_B-cell_COV,ENSG00000137642,555,2.3954531665460892e-5,0.8751632610650013,1.7562271003734298e-6,0.06410190769868852,0.060709120477545,0.12481102817623352,0.9470719773724778,1e-5,SORL1,expression,celltype,B-cell,COV,Not_signif
jansen2021,expression_celltype_B-cell_COV,ENSG00000137845,882,0.0011305830654949466,0.8226717942664092,9.421489634895928e-5,0.06844806620737871,0.10765534156436851,0.1761034077717472,1.5728032584324967,1e-5,ADAM10,expression,celltype,B-cell,COV,Not_signif
jansen2021,expression_celltype_B-cell_IAV,ENSG00000095970,327,0.899823255501918,0.06576628106596541,0.026049929277595623,0.0018974741411464844,0.006463060013374389,0.008360534154520873,3.406138652023634,1e-5,TREM2,expression,celltype,B-cell,IAV,Not_signif
jansen2021,expression_celltype_B-cell_IAV,ENSG00000136717,1008,1.0819780317864861e-37,0.4652281754750707,9.87119457931674e-38,0.4243305093307659,0.11044131519415995,0.5347718245249258,0.2602719172098721,1e-5,BIN1,expression,celltype,B-cell,IAV,Not_signif
jansen2021,expression_celltype_B-cell_IAV,ENSG00000137642,555,2.368073146188034e-5,0.8651601484017171,1.6868665936767678e-6,0.061555316574356256,0.07325916742587171,0.13481448400022797,1.1901354993013105,1e-5,SORL1,expression,celltype,B-cell,IAV,Not_signif
jansen2021,expression_celltype_B-cell_IAV,ENSG00000137845,882,0.0012004791627214643,0.8735318765305865,9.531660687938802e-5,0.06930151335142616,0.05587081434838662,0.1251723276998128,0.8061990517446161,1e-5,ADAM10,expression,celltype,B-cell,IAV,Not_signif
jansen2021,expression_celltype_B-cell_NS,ENSG00000095970,327,0.9018886311208676,0.06591723523683407,0.026041150489417287,0.0018990416355822563,0.004253941517298872,0.006152983152881129,2.240046472701264,1e-5,TREM2,expression,celltype,B-cell,NS,Not_signif
jansen2021,expression_celltype_B-cell_NS,ENSG00000136717,1008,6.363372084933928e-38,0.2736118385005258,7.094459815210426e-38,0.30462533599238106,0.42176282550709715,0.7263881614994783,1.3845297014876194,1e-5,BIN1,expression,celltype,B-cell,NS,Not_signif
jansen2021,expression_celltype_B-cell_NS,ENSG00000137642,555,1.972421087643262e-5,0.7206112377242512,1.0764387961717132e-6,0.039086711251542706,0.2402812503745327,0.2793679616260754,6.147389807963163,1e-5,SORL1,expression,celltype,B-cell,NS,Not_signif
jansen2021,expression_celltype_B-cell_NS,ENSG00000137845,882,0.0010259348452825053,0.746524236677382,2.2295103907543797e-4,0.16214083439751528,0.0900860430407446,0.2522268774382599,0.5556036724214929,1e-5,ADAM10,expression,celltype,B-cell,NS,Not_signif
jansen2021,expression_celltype_Monocyte_COV,ENSG00000095970,327,0.8030272430393028,0.058691654218129434,0.040533940409250985,0.0028676650928957117,0.09487949724042107,0.09774716233331678,33.08597558183254,1e-5,TREM2,expression,celltype,Monocyte,COV,Not_signif
jansen2021,expression_celltype_Monocyte_COV,ENSG00000136717,1008,1.7330670677099245e-37,0.7451829946633574,4.958046465228723e-38,0.21314407050678644,0.04167293482986121,0.25481700533664764,0.19551533725886291,1e-5,BIN1,expression,celltype,Monocyte,COV,Not_signif
